INV No.,UPC,ASIN,LPN,CAT,SUB,Location,Condition,Package Size,NOTES,Sold,Current QTY,QTY's,No in Box,Title,Image Link,Sup Order #,Ship date,Shipped By,Order ID
3082.0,SNFSPN-VACUM-ASRTD,,,,,WS2-R4-B,BN,Envelope,,,100.0,100.0,4.0,1X Metal Snuff Tube Sniffer Pipe Vacuum Bullet Rocket Portable - Gold or Silver,https://www.augoods.com.au/assets/thumb/XN-SNFSPN-VACUM-ASRTD.jpg,,14/07/2024,,
2710.0,716165174189,,RAW-OH-114-BOX,SMOKING,,WS4-R5-C,BN,,,2.0,998.0,1000.0,2.0,1x RAW 1 1/4 Papers Organic Hemp Natural Unrefined Smoking Tobacco 50 Leaves,https://www.augoods.com.au/assets/thumb/MRK-RAW-OH-114-BOX.jpg,,12/03/2025,info.afgretail@gmail.com,N82171
2709.0,716165174172,,RAW-OH-114-1PK,SMOKING,,WS4-R5-C,BN,,,223.0,777.0,1000.0,1.0,1x RAW 1 1/4 Rolling Papers Organic Hemp Natural Unrefined Smoking Tobacco 50 Le,https://www.augoods.com.au/assets/thumb/MRK-RAW-OH-114-1PK.jpg,,22/02/2025,info.afgretail@gmail.com,"N80234,N80237,N80240,N80241,N80245,N80247,N80249,N80250,N80253,N80256,N80264,N80265,N80266,N80267,N80270,N80271,N80278,N80279,N80283,N80286,N80289,N80292,N80298,N80299,N80300,N80301,N80303,N80304,N80305,N80306,N80308,N80309,N80310,N80311,N80313,N80315,N80316,N80318,N80324,N80327,N80330,N80334,N80335,N80337,N80339,N80340,N80341,N80343,N80344,N80348,N80353,N80353,N80357,N80358,N80360,N80361,N80363"
2698.0,716165176107,,RAW-CL-114wTIP-1PK,SMOKING,,WS4-R4-A,BN,,,1025.0,865.0,1890.0,2.0,1x RAW Classic 1 1/4 Papers with Tips Smoking Cigarette Rolling Papers 50 leaves,https://www.augoods.com.au/assets/thumb/MRK-RAW-CL-114wTIP-1PK.png,,29/03/2025,info.afgretail@gmail.com,"N84168,N84171,N84173,N84176,N84177,N84178,N84181,N84186,N84188,N84189,N84190,N84193,N84194,N84195,N84202,N84208,N84210,N84217,N84218,N84221,N84226,N84229,N84233,N84235"
2834.0,SNFSPN-SLV,,,SMOKING,,WS2-R4-C,BN,,,710.0,291.0,1001.0,3.0,1X Silver Snuff Spoon Micro Spoon Spatula Spoon Stainless Steel Scoop Antique,https://www.augoods.com.au/assets/thumb/XN-SNFSPN-SLV.jpg,,07/03/2025,info.afgretail@gmail.com,
351.0,355739625551,,,,,BN8,BN,S,,1.0,0.0,1.0,68.0,2 Hole Punch Paper - Black- Office Paper Organisation,https://www.augoods.com.au/assets/thumb/EPR-TS-355739625551.png,,11/7/2024,info.afgretail@gmail.com,
284.0,355739625575,,,,,BN8,BN,S,,21.0,0.0,21.0,1.0,2 Hole Punch Paper - Blue- Office Paper Organisation,https://www.augoods.com.au/assets/thumb/EPR-TC-355739625575.png,,29/3/2025,info.afgretail@gmail.com,N84192
415.0,355739625568,,,,,BN8,BN,S,,1.0,0.0,1.0,132.0,2 Hole Punch Paper - Red- Office Paper Organisation,https://www.augoods.com.au/assets/thumb/EPR-TS-355739625568.png,,12/7/2024,info.afgretail@gmail.com,
2339.0,3340012768725,,hy-crv2in1,VAC PARTS,,R8-B13-S4,BN,S,,31.0,29.0,60.0,3.0,2 in 1 Crevice and brush tool for Dyson V6,https://cdn11.bigcommerce.com/s-dw545iuzjv/images/stencil/500x659/products/127/431/2_in_1_crevice_dyson3__75222__47615.1677726933.jpg?c=1,1,27/03/2025,info.afgretail@gmail.com,N83936
2236.0,9335927000040,,,,,R8-B11-S3,BN,Letter,,5.0,0.0,5.0,7.0,2 in 1 Reversible Plates (L&P) / (Pack of 2) With Suction Cups,https://www.augoods.com.au/assets/thumb/JT-9335927000040.jpg,,15/8/2024,info.afgretail@gmail.com,
3209.0,9360117000494-2P,,dy-filtv11x2,VAC PARTS,,R1-B10-S4,BN,O,,70.0,10.0,80.0,2.0,"2 Pack Hepa Filter for All Dyson V11 SV14, SV15, SV17, SV28 Stick Vacuum Replacement",https://www.augoods.com.au/assets/thumb/HG-9360117000494-2P.jpg,,10/03/2025,gabrieladitya2803@gmail.com,N81930
616.0,9311192517636,,,,,BN12,BN,S,,1.0,0.0,1.0,24.0,2 Whole Punch Puncher Stationary,,,17/7/2024,info.afgretail@gmail.com,
2987.0,355739627975,,hysol,VAC PARTS,,R4,BN,O,,120.0,0.0,120.0,999.0,2 x 1L Pet Safe Plant Based Multi Floor Cleaning Concentrate Solution Robot Floor Cleaners,https://www.augoods.com.au/assets/thumb/JM-CLNSOL-2PK.jpg,,15/12/2024,info.afgretail@gmail.com,
3135.0,716165280620,,,,,WS5-R5-B,BN,O,,,5.0,5.0,1.0,2 x 30.5 Metre 100 feet RAW Hemp Wick Natural Unbleached Hemp & Beeswax Roll Box,https://www.augoods.com.au/assets/thumb/CG-RAW-HW30MBOX-2PK.png,,01/08/2024,,
3354.0,716165153009,,,,,WS4-R1-A,BN,O,,,10.0,10.0,1223.0,2 x 70mm - Zen Plastic Easy Handroll Cigarette Tobacco Machine,https://www.augoods.com.au/assets/thumb/MRK-ZEN-RM70MM-2PK.jpg,,11/01/2025,,
3126.0,RANCH-LGR-24PK,,9311616031939-2PK,,,WS1-R4-A,BN,O,,115.0,85.0,200.0,3.0,"2 X Box of Ranch Cool Menthol Supa Slim Cigarette Filters, 24 Bags of 80 Filter Tips - Total 1920",https://www.augoods.com.au/assets/thumb/MRK-RANCH-LGR-24PK.jpg,,25/03/2025,info.afgretail@gmail.com,N83728
3017.0,RANCH-BL-24PK,,9311616031946-2PK,,,WS1-R4-C,BN,O,,41.0,19.0,60.0,3.0,"2 X Box of Ranch Extra Long Supa Slim Cigarette Filters, 24 Bags of 80 Filter Tips - Total 1920",https://www.augoods.com.au/assets/thumb/MRK-RANCH-BL-24PK.jpg,,28/03/2025,info.afgretail@gmail.com,N84065
3151.0,RANCH-PR-24PK,,2x RANCH-PR-12PK,,,WS1-R5-C,BN,O,,62.0,38.0,100.0,2.0,"2 X Box of Ranch Nano Slim Cigarette Filters, 24 Bags of 130 Filter Tips - Total 3120",https://www.augoods.com.au/assets/thumb/MRK-RANCH-PR-24PK.jpg,,28/03/2025,gabrieladitya2803@gmail.com,"N84040,N84043,N84044,N84045,N84047,N84050,N84051,N84052,N84053,N84057,N84057,N84058,N84061,N84062,N84066,N84067,N84068,N84069,N84072,N84073,N84074,N84075,N84077,N84079,N84081,N84082,N84084,N84085,N84090,N84093,N84098,N84099,N84100,N84102,N84103,N84104,N84110,N84116,N84117,N84120,N84122,N84123,N84127,N84128,N84129,N84130,N84130,N84132,N84134,N84141,N84142,N84143,N84144,N84147"
3159.0,RANCH-RD-24PK,,2 x RANCH-RD-12PK,,,WS1-R5-B,BN,O,,18.0,7.0,25.0,2.0,"2 X Box of Ranch Slim Red Cigarette Filters, 24 X 120, 2880 Filter Tips",https://www.augoods.com.au/assets/thumb/MRK-RANCH-RD-24PK.jpg,,24/03/2025,info.afgretail@gmail.com,N83653
3169.0,RANCH-GR-24PK,,2x RANCH-GR-12PK,,,WS1-R3-C,BN,O,,57.0,43.0,100.0,2.0,"2 X Box of Ranch Supa Slim Cigarette Filters, 24 Bags of 130 Filter Tips - Total 3120",https://www.augoods.com.au/assets/thumb/MRK-RANCH-GR-24PK.jpg,,19/03/2025,info.afgretail@gmail.com,N82948
3149.0,355739629788,,,,,WS0-R7-C,BN,O,,,100.0,100.0,4.0,2 x Enuff Genuine Lighter Premium FLUID Fuel Petrol Refill 133ml,https://www.augoods.com.au/assets/thumb/CG-ENUFF-ZIPLF-2PK.jpg,,05/08/2024,,
3034.0,355739627036,,,,,R8-B11-S4,BN,,,,100.0,100.0,4.0,2 X EXPO Low Odour Dry Erase Markers Chisel Tip Black 4 Pack - 8 Markers Total,https://www.augoods.com.au/assets/thumb/JT-71641806610-2PK.jpg,,25/06/2024,,
3311.0,355739628002,,2*DY-V12FILT,VAC PARTS,,R8-B14-S3,BN,O,,3.0,2.0,5.0,77.0,2 x Hepa filter For Dyson V12 Detect Slim Cordless Vacuum Cleaner,https://www.augoods.com.au/assets/thumb/HG-DY-V12FILT-2PK.jpg,1,19/02/2025,info.afgretail@gmail.com,N79891
2279.0,9360117002474,9360117000012,hy-fltv10x2,VAC PARTS,,R8-B12-S4,BN,M,,53.0,13.0,66.0,6.0,2 x HEPA Filters for Dyson V10 SV12Vacuum Cleaners,https://www.augoods.com.au/assets/thumb/HG-9360117002474.jpg,1,20/2/2025,info.afgretail@gmail.com,"N80011,N80013,N80015,N80018,N80021,N80026,N80028,N80029,N80032,N80033,N80034,N80038,N80042,N80044,N80045,N80048,N80050,N80054,N80055,N80056,N80061,N80064,N80066,N80069,N80070,N80074,N80076,N80079,N80080,N80082"
2430.0,filt-ir700,4000001743,filt-ir700,VAC PARTS,,R8-B15-S5,BN,,,0.0,10.0,10.0,2.0,2 X Hepa filters for Roomba iRobot 700 series robot vacuum cleaner,https://cdn11.bigcommerce.com/s-dw545iuzjv/images/stencil/500x659/products/382/1332/317830115__25738__58662.1677224086.jpg?c=1,,05/10/2023,,
2362.0,9360117002542,4000001602,kit-xi-filt2,VAC PARTS,,R8-B13-S7,BN,S,,54.0,5.0,59.0,1.0,2 X Hepa Filters For Xiaomi Roborock S7 & S8 Series,https://www.augoods.com.au/assets/thumb/HG-9360117002542.jpg,,30/12/2024,info.afgretail@gmail.com,N74612
3371.0,355739628927,,30250-02-2PK,,,R3-B3-S3,BN,O,,2.0,58.0,60.0,12.0,2 x Loud Call Silver Hand Bell Handbell Desk Ringbell for Wedding Festival Reception,https://www.augoods.com.au/assets/thumb/JD-30250-02-2PK.jpg,,19/03/2025,info.afgretail@gmail.com,N83009
2329.0,9360117002139,4000001600,xi-mop,VAC PARTS,,R8-B15-S4,BN,S,,2.0,0.0,2.0,999.0,2 X Microfiber Mopping Cloths for Xiaomi Roborock S7 & S8,https://www.augoods.com.au/assets/thumb/HG-9360117002139.jpg,,26/12/2023,info.afgretail@gmail.com,"N44075,N44076,N44077,N44085,N44087,N44090,N44096,N44097,N44100,N44101,N44103,N44106,N44114,N44120,N44123,N44125,N44130,N44132,N44133,N44135,N44136,N44137,N44138,N44143,N44145,N44146,N44149,N44150,N44159,N44162,N44167,N44168,N44169"
3270.0,355739629672,,2*HF596,VAC PARTS,,R8-B12-S2,BN,Envelope,,13.0,32.0,45.0,10.0,"2 x Miele SF-HA 50 HEPA AirClean Generic filter S4, S5, S6, S8, C2, C3",https://www.augoods.com.au/assets/thumb/HG-HF596-2PK.jpg,1,24/01/2025,info.afgretail@gmail.com,N77334
2434.0,9360117002306,4000001630,hy-padde,VAC PARTS,,R8-B12-S2,BN,,,3.0,10.0,13.0,8.0,2 X Mopping Pads For Ecovacs Deebot Ozmo 900 & 905 DN5G Robot Vacuum Cleaner,https://www.augoods.com.au/assets/thumb/HG-9360117002306.jpg,,06/02/2024,info.afgretail@gmail.com,N45626
3263.0,355739629818,,,,,R4-B2-S2,BN,O,,,25.0,25.0,5.0,2 x Petrodex Enzymatic Toothpaste Poultry Flavour for pet Dogs & Cats 6.2 oz 175 g,https://www.augoods.com.au/assets/thumb/USA-DT-2PK.jpg,,08/10/2024,,
3113.0,355739628187,,,,,WS0-R2-A,BN,Envelope,,,1.0,,1.0,2 x Portable Cigarette Case Classic 12-Piece Carry Box Metal Assorted Design,https://www.augoods.com.au/assets/thumb/MRK-CIGCASE-SML-2PK.jpg,,25/07/2024,,
3173.0,355739628200,,,,,WS0-R2-A,BN,Envelope,,6.0,19.0,25.0,3.0,2 x Portable Cigarette Case Classic 20-Piece Carry Box Metal Assorted Design,https://www.augoods.com.au/assets/thumb/MRK-CIGCASE-LRG-2PK.jpg,,28/11/2024,gabrieladitya2803@gmail.com,
2686.0,716165280965,,RAW-BLK-114-2PK,SMOKING,,WS5-R4-C,BN,,,7.0,993.0,1000.0,2.0,2 X RAW Black 1 1/4 Size Slim Classic Hemp Natural Unrefined Papers Smoking,https://www.augoods.com.au/assets/thumb/MRK-RAW-BLK-114-2PK.jpg,,20/01/2025,info.afgretail@gmail.com,N76854
3068.0,RAW-HYDSTNE-2PK,,716165158783-2PK,,,WS6-R1-C,BN,Envelope,,19.0,80.0,99.0,4.0,2 X RAW Hydrostone Humidifier Terracotta Tobacco Moisture Clay Stone Smoke Herb,https://www.augoods.com.au/assets/thumb/XN-RAW-HYDSTNE-2PK.jpg,,25/03/2025,info.afgretail@gmail.com,N83723
3220.0,RAW-PRTIPS-2PK,,RAW-PRTIPS-2PK,,,WS4-R3-B,BN,Envelope,,,200.0,200.0,4.0,2 x RAW Natural Pre Rolled Tips Unrefined Rolling Smoking Tobacco 42 Tips Total,https://www.augoods.com.au/assets/thumb/MRK-RAW-PRTIPS-2PK.jpg,,20/09/2024,,
2294.0,9360117002146,4000001601,xi-sbr,VAC PARTS,,R8-B12-S3,BN,M,,15.0,0.0,15.0,999.0,"2 X Silicone Side Brushes for Xiaomi Roborock S7, S6, S5, E35, E20, Mi",https://www.augoods.com.au/assets/thumb/HG-9360117002146.jpg,HG1,31/08/2023,info.afgretail@gmail.com,N38967
2758.0,ZZ-RKS-2PK,,30040588-2PK,SMOKING,,WS2-R3-A,BN,,,56.0,944.0,1000.0,4.0,2 X ZIG ZAG King Size Red Classic Cigarette Tobacco Paper Papers Roll -ZIGZAG,https://www.augoods.com.au/assets/thumb/MRK-ZZ-RKS-2PK.jpg,,14/02/2025,info.afgretail@gmail.com,"N79350,N79355,N79357,N79359,N79360,N79362,N79366,N79369,N79370,N79371,N79375,N79381,N79382,N79389,N79390,N79394,N79399,N79402,N79409,N79410"
3379.0,355739626565,,,,,R8-B11-S4,BN,Envelope,,,3.0,3.0,224.0,2-Pack BIC Intensity Premium Colouring Pencil - 2xPack of 12 Fashion Assorted Wood,https://www.augoods.com.au/assets/thumb/JT-3086123651968-2PK.jpg,,02/02/2025,,
2897.0,SNFSPN-VACUM-2PK,,,,,WS2-R4-B,BN,,,,200.0,200.0,2.0,2-Pack Metal Snuff Bottle Tube Sniffer Pipe Vacuum Bullet Rocket Portable,https://www.augoods.com.au/assets/thumb/XN-SNFSPN-VACUM-2PK.jpg,,26/05/2024,,
2833.0,SNFSPN-2PK,,SNFSPN-2PK,SMOKING,,WS2-R4-C,BN,,,,200.0,1000.0,2.0,2-Pack Silver and Gold Snuff Spoon Micro Spatula Stainless Steel Scoop Antique,https://www.augoods.com.au/assets/thumb/XN-SNFSPN-2PK.jpg,,,,
2618.0,355739626442,,,SMOKING,,WS2-R8-C,BN,S,,1000.0,0.0,1000.0,1.0,2.5cm Assorted Skull Herb Grinder 3 Layers Smoke Spice Tobacco Metal Crusher,https://www.augoods.com.au/assets/thumb/MRK-GRND-ASR-SKL.jpg,,11/03/2025,info.afgretail@gmail.com,
3271.0,355739628712,,70404,,,R8-B19-S3,BN,Envelope,,2.0,0.0,2.0,999.0,2.7mm 15m Trimer Line Whipper Snipper Cord Wire Brush Cutter Cord Nylon Grass,https://www.augoods.com.au/assets/thumb/CK-70404.jpg,,14/10/2024,info.afgretail@gmail.com,"N65243,N65298,N65341,N65412,N65439,N65440,N65442,N65443,N65448,N65451,N65453,N65456,N65457,N65459,N65462,N65463,N65464,N65468,N65469,N65470,N65482,N65486,N65487,N65488,N65490,N65492,N65493,N65495,N65498,N65499,N65503,N65504,N65508,N65509,N65510,N65511,N65512,N65513,N65515,N65517,N65518,N65519,N65523,N65526,N65527,N65528,N65529,N65530,N65530,N65531,N65534,N65538,N65539"
3228.0,355739628774,,,,,WS0-R2-B,BN,O,,,50.0,50.0,4.0,20 Cigarette Case with Jet Lighter 2-in-1 Regular Size Holder,https://www.augoods.com.au/assets/thumb/MRK-CIGCASE-LRGJET.jpg,,23/09/2024,,
2316.0,9360117002665,4000001740,ph-fy2422,,,R8-B19-S5,BN,M,,7.0,0.0,7.0,1.0,2000 Series Carbon & HEPA Filters Kit For Philips Air Purifiers AC Series,https://www.augoods.com.au/assets/thumb/HG-9360117002665.jpg,,07/05/2024,info.afgretail@gmail.com,N50046
1759.0,619659162078,,LPNPM136844134,Electronics,Computer Accessories,LN5,LN,Letter,,,1.0,,23.0,200GB SANDISK ULTRA® microSD UHS-I CARD - SDSQUAR-200G,https://images-na.ssl-images-amazon.com/images/I/51R6%2BcJSVDL.jpg,NL,,,
592.0,804552361752,B00K0NV2UE,,Home,Decor,BN11,BN,XL,,1.0,0.0,1.0,9.0,"22"" Natural Burlap Rose Stem 2 Piece Artificial & Dried Floral Decor Gift -CWI Gifts",https://images-na.ssl-images-amazon.com/images/I/31PfnTwZ8yL.jpg,,17/7/2024,info.afgretail@gmail.com,
3282.0,3057067089247,,2EBT5105,,,WS7-R1-C,BN,O,,4.0,0.0,4.0,999.0,24 BOX OCB BLACK PREMIUM SLIM 4M ROLLS - Ultra Thin Smoking Rolling Cigarette Papers,https://www.augoods.com.au/assets/thumb/CG-OCB-SLMROLLS-BOX.jpg,,16/03/2025,info.afgretail@gmail.com,N82686
2716.0,716165177586,,716165177586,SMOKING,,WS4-R5-B,BN,,,33.0,967.0,1000.0,4.0,24 Box Raw King Size Slim Organic Connoisseur Rolling Papers with Tips,https://www.augoods.com.au/assets/thumb/MRK-RAW-OH-KSSwTIP-BOX.jpg,,28/03/2025,info.afgretail@gmail.com,N84080
2995.0,355739626374,,79971,,,WS5-R8-B,BN,O,,,20.0,20.0,3.0,24 Pack Wildtrak Magic Fire Colour Changing Dust Flames Campfire 15g,https://www.augoods.com.au/assets/thumb/JT-MAGICFIRE-24PK.jpg,,15/06/2024,,
3364.0,VNTI-GRN-24PK,,,,,WS1-R2-C,BN,O,,,450.0,450.0,202.0,24 packs Ventti Menthol Super Slim 140 Filter Tip bag 2 x green box (3360 tips),https://www.augoods.com.au/assets/thumb/MRK-VNTI-GRN-24PK.jpg,,23/01/2025,,
3300.0,355739628705,,CK-KNIVES39731,,,R3-B4-S2,BN,O,,,24.0,24.0,374.0,24 Steak Knives Dinner Set Stainless Steel Sharp Serrated Dishwasher Safe Knife,https://www.augoods.com.au/assets/thumb/CK-KNIVES-SET-24.jpg,,13/11/2024,,
3133.0,355739628644,,70402,,,R3-B5-S4,BN,Envelope,,2.0,2.0,4.0,3.0,2mm 15m Trimer Line Whipper Snipper Cord Wire Brush Cutter Cord Line Nylon Grass,https://www.augoods.com.au/assets/thumb/CK-70402.jpg,,25/09/2024,info.afgretail@gmail.com,N63441
3127.0,DRKHRSE-RM-MINMAX-2PK,,5902047176029-2PK,,,WS4-R1-A,BN,Envelope,,50.0,7.0,57.0,2.0,2x Dark Horse Mini-Max Adjustable Filling Cigarette Maker Injector Machine+Paper,https://www.augoods.com.au/assets/thumb/XN-DRKHRSE-RM-MINMAX-2PK.jpg,,29/03/2025,info.afgretail@gmail.com,N84206
2991.0,SNFSPN-CUTTER-2PK,,,,,WS2-R5-B,LU,Envelope,,100.0,0.0,100.0,999.0,2X Metal Snuff Tube Sniffer Pipe Cutter Rocket Portable - Gold and Silver,https://www.augoods.com.au/assets/thumb/XN-SNFSPN-CUTTER-2PK.jpg,,19/08/2024,info.afgretail@gmail.com,N59805
3062.0,70330512078,,,,,R8-B9-S1,BN,Envelope,,,300.0,300.0,1.0,2x Tipp-Ex Mini Pocket Mouse Correction Roller Tape 5mm x 6m White Out School,https://www.augoods.com.au/assets/thumb/JT-0070330512078.png,,04/07/2024,,
1457.0,81229002686,B00A7QAUOS,,Electronics,Speakers & Headphones,BN37,BN,Letter,,1.0,0.0,1.0,28.0,2XL Offset in-Ear Headphone X2OFFZ-823 (Green),https://images-na.ssl-images-amazon.com/images/I/31lxU9suZ9L.jpg,,4/8/2024,info.afgretail@gmail.com,
2607.0,COMPGRND-3PK,,COMPGRND-3PK,SMOKING,,WS4-R7-C,BN,S,,1.0,999.0,1000.0,1.0,3 Pack Herb Grinder 4 Layers Compartment Smoke Spice Tobacco Metal Crusher,https://www.augoods.com.au/assets/thumb/MRK-COMPGRND-3PK.jpg,,22/02/2025,info.afgretail@gmail.com,N80333
3060.0,355739628132,,11722,,,R3-B4-S3,BN,Envelope,,4.0,31.0,35.0,1.0,3 Pack Large Smiley Face Badge Pin Yellow Emoji Emoticon Loot Bag Birthday Pride Happiness,https://www.augoods.com.au/assets/thumb/JD-17722.jpg,,27/03/2025,info.afgretail@gmail.com,N83927
2608.0,COMPGRND-3PK-S,,COMPGRND-3PK-S,SMOKING,,WS4-R7-C,BN,S,,,200.0,1000.0,2.0,3 Pack Mini Herb Grinder 4 Layers Compartment Smoke Spice Tobacco Metal Crusher,https://www.augoods.com.au/assets/thumb/MRK-COMPGRND-3PK-S.jpg,,,,
2576.0,9360117002894,,tin-filtx3,VAC PARTS,,R8-B14-S5,BN,S,,97.0,0.0,97.0,39.0,3 X  Dust bin filters for Tineco S12 S11 & X Series Pure One,https://www.augoods.com.au/assets/thumb/HG-9360117002894.jpg,,23/12/2024,info.afgretail@gmail.com,N73891
2320.0,9360117002283,,hy-robbagde,VAC PARTS,,R8-B15-S3,BN,S,,16.0,2.0,18.0,1.0,3 X Auto Empty Station Dust Bag for Ecovacs Deebot,https://cdn11.bigcommerce.com/s-dw545iuzjv/images/stencil/160w/products/318/1063/ecovac_auto_empty_bag__16683__23026.1677577600.jpg?c=1,,12/08/2024,info.afgretail@gmail.com,"N58745,N58747,N58749,N58787,N58794,N58804,N58820,N58827,N58844,N58856,N58857,N58860,N58869,N58874,N58875,N58892,N58898,N58904,N58909,N58910,N58913,N58916,N58919,N58920,N58924,N58927,N58930,N58931,N58936,N58941,N58942,N58946,N58947,N58948,N58952,N58961,N58965,N58967,N58968,N58970,N58971,N58975,N58976,N58979,N58980,N58981,N58982,N58985,N58987,N58989,N58990,N58991,N58993,N58996,N58998,N59001,N59002,N59003,N59007,N59009,N59010,N59014,N59015,N59016,N59017,N59018,N59019,N59023,N59025,N59029,N59035,N59038,N59039,N59040,N59041,N59055,N59056"
3267.0,355739628750,,,,,WS0-R5-A,BN,O,,,100.0,100.0,2.0,3 x Clipper Universal Premium Lighter FLUID Genuine Butane Gas Refill 300ml,https://www.augoods.com.au/assets/thumb/XN-CLPR-LFL-3PK.jpg,,11/10/2024,,
3091.0,DRKHRSE-LFLUID-3PK,,5907180884053,,,WS0-R5-C,BN,O,,,100.0,100.0,1.0,3 X Dark Horse Universal Premium Lighter FLUID Cigarette Genuine Gas Refill 300ml,https://www.augoods.com.au/assets/thumb/XN-DRKHRSE-LFLUID-3PK.jpg,,16/07/2024,,
3148.0,355739629771,,,,,WS0-R7-C,BN,O,,,200.0,200.0,3.0,3 x Enuff Genuine Lighter Premium FLUID Fuel Petrol Refill 133ml,https://www.augoods.com.au/assets/thumb/CG-ENUFF-ZIPLF-3PK.jpg,,05/08/2024,,
2452.0,9360117001798,,dy-filtv6x3,VAC PARTS,,R8-B14-S4,BN,S,,12.0,0.0,12.0,999.0,"3 x Filters for DYSON V6, V7, V8, DC58, DC59, DC61, DC62 stickvac",https://www.augoods.com.au/assets/thumb/HG-9360117001798.jpg,1,17/12/2023,info.afgretail@gmail.com,N43832
2331.0,filt-ir600,4000001528,filt-ir600,VAC PARTS,,R8-B16-S1,BN,S,,29.0,5.0,34.0,3.0,3 X Filters for IRobot Roomba 600 Series,https://cdn11.bigcommerce.com/s-dw545iuzjv/images/stencil/500x659/products/337/1150/s-l1600_45__51698__71045.1677473940.jpg?c=1,,03/09/2024,info.afgretail@gmail.com,N61240
2416.0,9360117001712,4000000999,Roomba-Filt,VAC PARTS,,R8-B12-S4,BN,S,,55.0,9.0,64.0,2.0,"3 X HEPA filter for iRobot Roomba I, E and J series robots",https://www.augoods.com.au/assets/thumb/HG-9360117001712.jpg,,25/03/2025,info.afgretail@gmail.com,"N83673,N83674,N83684,N83685,N83687,N83689,N83691,N83692,N83694,N83696,N83697,N83698,N83699,N83703,N83704,N83708,N83711,N83712,N83713,N83715,N83716,N83720,N83722,N83725,N83729,N83730,N83735,N83737,N83738,N83746,N83749,N83751,N83755,N83756,N83763,N83764,N83768"
2466.0,9360117003921,4000001546,3ro-filts9,VAC PARTS,,R8-B14-S4,BN,S,,5.0,1.0,6.0,1.0,"3 X HEPA filters for iRobot Roomba S Series ( S9, S9+)",https://www.augoods.com.au/assets/thumb/HG-9360117003921.jpg,,18/01/2025,info.afgretail@gmail.com,N76680
2455.0,9360117002337,,filt-tf1s3,VAC PARTS,,R8-B14-S3,BN,S,,6.0,6.0,12.0,1.0,3 X HEPA Vacuum Replacement Filters for Tineco IFloor 3 and Floor One S3 Wet DS8,https://www.augoods.com.au/assets/thumb/HG-9360117002337.jpg,,13/08/2024,info.afgretail@gmail.com,N59124
3303.0,HRNT-PRTIPS-120PK-3PK,,6972764627110-3PK,,,WS3-R5-A,BN,O,,8.0,3.0,11.0,988.0,3 X Hornet Classic Pre Rolled Tips Filter Roach in Box - 120 X 3-360 Tips Total,https://www.augoods.com.au/assets/thumb/MRK-HRNT-PRTIPS-120PK-3PK.jpg,,19/03/2025,info.afgretail@gmail.com,N82956
2921.0,KNGPLM-TPS-BRY-3PK,,,,,R2-B3-S5,BN,,,,50.0,50.0,3.0,3 X King Palm Berry Terps Flavoured Filter Tips Smoking Tobacco - 6 Tips Total,https://www.augoods.com.au/assets/thumb/XN-KNGPLM-TPS-BRY-3PK.jpg,,30/05/2024,,
3164.0,KNGPLM-TPS-WTRMLN-3PK,,,,,R2-B3-S5,BN,Envelope,,,100.0,100.0,2.0,3 X King Palm Watermelon Wave Flavoured Filter Tips Smoking Tobacco - 6 Tips Total,https://www.augoods.com.au/assets/thumb/XN-KNGPLM-TPS-WTRMLN-3PK.jpg,,14/08/2024,,
2415.0,9360117002191,4000001616,mop-rob,VAC PARTS,,R8-B12-S2,BN,S,,25.0,0.0,25.0,6.0,"3 X Microfiber Mopping Cloths for Xiaomi Roborock S6, S5, Q7, E35 & E20",https://www.augoods.com.au/assets/thumb/HG-9360117002191.png,,24/11/2024,info.afgretail@gmail.com,N70205
3262.0,355739629634,,3*HF596,VAC PARTS,,R8-B12-S2,BN,Envelope,,33.0,3.0,36.0,9.0,"3 x Miele SF-HA 50 HEPA AirClean Generic filter S4, S5, S6, S8, C2, C3",https://www.augoods.com.au/assets/thumb/HG-HF596-3PK.jpg,1,28/03/2025,info.afgretail@gmail.com,
2691.0,RAW-BLK-KSS-3PK,,RAW-BLK-KSS-3PK,SMOKING,,WS5-R4-B,BN,,,,1000.0,1000.0,2.0,3 X RAW Black King Size Slim Classic Hemp Natural Unrefined Papers,https://www.augoods.com.au/assets/thumb/MRK-RAW-BLK-KSS-3PK.jpg,,,,
3266.0,RAW-HYDSTNE-3PK,,716165158783-3PK,,,WS6-R1-C,BN,Envelope,,7.0,13.0,20.0,5.0,3 X RAW Hydrostone Humidifier Terracotta Tobacco Moisture Clay Stone Smoke Herb,https://www.augoods.com.au/assets/thumb/XN-RAW-HYDSTNE-3PK.jpg,,28/03/2025,info.afgretail@gmail.com,N84042
3291.0,RAWTUBE-KS-3PK,,RAWTUBE-KS-3PK,,,WS5-R1-A,BN,Envelope,,3.0,17.0,20.0,2.0,3 x RAW Metal King Size Cone Storage Tube - Airtight Screw Top for Rolling Papers,https://www.augoods.com.au/assets/thumb/PWUS-RAWTUBE-KS-3PK.jpg,,23/03/2025,info.afgretail@gmail.com,N83403
2283.0,9360117002610,4000001730,kit-roomba-sbx3,VAC PARTS,,R8-B12-S2,BN,M,,54.0,46.0,100.0,3.0,"3 X Side brushes for iRobot Roomba I & E series (i3, i7, i8, E5, E6, E7)",https://www.augoods.com.au/assets/thumb/HG-9360117002610.jpg,HG1,23/03/2025,info.afgretail@gmail.com,N83439
